16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,0,0,0,0,0,0,5,0,0,0,7,16,16,16,16,16,16,16,15,16,16,
16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,15,16,16,15,16,13,0,7,15,
16,16,16,16,13,0,7,16,16,16,16,16,16,16,16,16,16,13,0,0,0,4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12,10,0,0,0,0,0,0,7,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,5,0,0,0,0,
15,15,16,13,0,0,0,8,16,16,16,16,16,16,16,15,13,0,0,0,4,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,16,16,10,0,0,0,0,0,0,0,0,8,16,16,16,16,16,15,16,16,16,15,16,16,16,16,16,16,16,15,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,10,0,4,12,10,0,0,0,0,0,0,0,0,0,0,0,
0,0,5,0,0,0,0,7,15,15,16,16,16,16,13,0,0,0,0,0,7,16,16,9,0,0,0,0,0,0,0,0,0,0,0,4,16,16,16,16,16,12,12,10,0,0,0,0,0,7,15,16,16,16,13,0,7,15,13,0,8,16,16,16,16,16,14,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,16,16,12,16,16,14,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,7,15,15,13,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,4,12,12,12,16,15,15,16,16,16,16,15,14,0,0,0,0,0,0,0,7,15,13,0,0,0,0,0,0,8,16,15,15,16,16,13,0,0,0,0,0,0,0,0,4,16,16,12,12,12,12,16,16,16,16,16,16,14,0,2,0,0,0,0,0,2,0,0,4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,16,14,0,0,7,15,16,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,8,16,16,16,16,16,16,16,16,16,16,16,16,16,12,14,0,0,0,0,4,16,12,12,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,16,16,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,8,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,7,15,16,16,16,16,16,16,16,16,16,16,16,16,12,12,12,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,15,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,4,10,0,0,0,0,0,0,0,8,16,10,0,0,0,0,0,0,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,8,10,0,0,4,12,12,10,0,4,10,0,0,0,0,8,12,12,16,13,0,0,0,0,0,4,12,16,16,16,10,0,0,0,0,0,7,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,11,12,16,16,16,16,12,16,14,0,0,0,0,8,16,16,13,0,0,0,0,0,4,16,16,16,16,16,16,12,12,10,0,0,0,7,16,16,16,16,16,15,13,0,8,16,16,16,16,16,16,16,16,16,
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,16,16,16,16,14,0,0,0,0,8,15,13,0,0,0,4,12,12,16,16,16,16,16,16,16,16,16,16,10,0,0,0,7,16,16,16,14,0,0,0,8,16,16,16,16,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,15,15,16,16,16,15,16,10,0,0,0,5,0,0,0,0,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,7,15,15,13,0,0,0,8,16,16,16,16,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,15,13,0,7,16,10,0,0,0,0,0,0,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,0,0,0,0,0,0,8,16,16,16,16,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,8,12,16,12,12,12,12,12,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,10,0,0,0,0,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,0,0,0,0,0,0,0,4,12,16,16,16,16,16,16,16,15,15,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,8,16,16,16,16,16,16,16,16,10,0,0,2,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,10,0,4,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,0,0,4,16,16,16,16,16,16,16,16,13,0,0,7,
0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,0,4,10,0,0,4,12,12,16,16,16,16,16,16,16,16,16,16,12,12,16,10,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,10,0,4,12,16,16,16,16,16,16,16,16,14,0,0,0,0,
0,1,0,0,0,0,0,0,0,4,12,12,16,16,16,11,16,16,12,12,16,16,15,16,16,15,16,16,16,16,16,16,16,16,16,16,16,12,14,0,0,0,0,4,12,16,10,0,0,0,0,2,0,2,0,0,0,8,16,16,16,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,14,0,0,0,0,
0,0,0,0,0,0,0,0,0,8,16,16,15,15,13,0,7,15,16,16,16,13,0,7,13,0,8,16,16,16,16,16,16,16,16,16,16,16,14,0,0,4,12,16,16,16,14,0,0,3,12,16,12,16,10,0,4,16,15,15,13,0,0,0,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,0,0,0,0,
0,0,0,0,0,0,0,0,0,8,16,13,0,0,0,0,0,0,7,15,13,0,0,0,0,0,7,16,16,16,16,16,16,16,16,16,16,16,15,11,12,16,16,16,15,15,15,11,9,0,7,15,16,15,15,12,16,13,0,0,0,0,0,0,0,7,16,16,16,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,
0,0,4,11,9,0,4,10,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,16,16,16,15,16,16,16,16,14,0,0,7,16,16,13,0,0,0,0,0,0,0,0,5,0,0,7,13,0,0,0,0,0,0,0,0,0,7,16,16,13,0,0,7,16,16,16,16,15,16,16,16,16,15,15,16,16,16,15,15,15,15,15,16,15,16,15,13,0,0,0,
11,11,13,0,0,0,7,15,11,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,13,0,7,15,15,15,13,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,13,0,0,0,0,7,15,15,13,0,7,15,15,13,0,0,7,15,13,0,0,0,0,0,5,0,5,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,16,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,10,0,0,0,0,0,0,8,16,16,14,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
